Title,Company,Experience,Salary,Location,Description,Tags,Posting Day,job_link,salary_clean,salary_norm,exp_clean,exp_norm,location_clean,loc_mumbai,loc_bengaluru,loc_pune,loc_hyderabad,loc_gurugram,loc_chennai,loc_kolkata,loc_coimbatore,loc_noida,loc_ahmedabad
Application Developer,Accenture,3-7 Yrs,Not disclosed,Pune,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","data processing,pyspark,sql,aws glue,data integration,hive,python,oracle",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-pune-3-to-7-years-171224912269,12.218579234972678,0.19549726775956283,5.0,0.2,pune,0,0,1,0,0,0,0,0,0,0
Application Developer,Accenture,7-12 Yrs,Not disclosed,Pune,"Project Role Description : Design, build and configure applications to meet business pr...","sap,software development,adm,application development,troubleshooting,project management,css,sfdc",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-pune-7-to-12-years-171224912264,12.218579234972678,0.19549726775956283,9.5,0.38,pune,0,0,1,0,0,0,0,0,0,0
Application Developer,Accenture,3-8 Yrs,Not disclosed,Pune,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","devops,aws lambda,application development,agile,aws,css,web services,hibernate",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-pune-3-to-8-years-171224912261,12.218579234972678,0.19549726775956283,5.5,0.22,pune,0,0,1,0,0,0,0,0,0,0
Application Developer,Accenture,3-8 Yrs,Not disclosed,Pune,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","net fullstack,css,design patterns,svn,sql server,bootstrap,jquery,sql",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-pune-3-to-8-years-171224912250,12.218579234972678,0.19549726775956283,5.5,0.22,pune,0,0,1,0,0,0,0,0,0,0
Software Configuration Engineer,Accenture,3-5 Yrs,Not disclosed,Pune,Assist in the design of software configuration and customization to meet the business p...,"software testing,salesforce lightning,software configuration management,debugging,agile,visualforce,release management,software configuration",2 Days Ago,https://www.naukri.com/job-listings-software-configuration-engineer-accenture-solutions-pvt-ltd-pune-3-to-5-years-171224912241,12.218579234972678,0.19549726775956283,4.0,0.16,pune,0,0,1,0,0,0,0,0,0,0
Application Lead,Accenture,3-8 Yrs,Not disclosed,Pune,"Project Role :Application Lead. Project Role Description :Lead the effort to design, bu...","microservices,light weight architecture,devops,software engineering,agile,c#,project management,python",2 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-pune-3-to-8-years-171224912238,12.218579234972678,0.19549726775956283,5.5,0.22,pune,0,0,1,0,0,0,0,0,0,0
Application Lead,Accenture,3-8 Yrs,Not disclosed,Pune,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","software development life cycle,selenium,debugging,agile methodology,javascript,css,sql,plsql",2 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-pune-3-to-8-years-171224912203,12.218579234972678,0.19549726775956283,5.5,0.22,pune,0,0,1,0,0,0,0,0,0,0
Application Tech Support Practitioner,Accenture,5-10 Yrs,Not disclosed,Pune,Project Role :Application Tech Support PractitionerProject Role Description :Act as the...,"ci management,configuration management,bmc,it infrastructure,itil,dbms,control-m,change management",2 Days Ago,https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-pune-5-to-10-years-171224912141,12.218579234972678,0.19549726775956283,7.5,0.3,pune,0,0,1,0,0,0,0,0,0,0
Software Development Engineer,Accenture,2-7 Yrs,Not disclosed,Pune,"Project Role :Software Development EngineerProject Role Description :Analyze, design, c...","sap,performance tuning,sap configuration,sap hana administration,sap basis administration,software development,unit testing,sap module",2 Days Ago,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-pune-2-to-7-years-171224912128,12.218579234972678,0.19549726775956283,4.5,0.18,pune,0,0,1,0,0,0,0,0,0,0
Application Developer,Accenture,5-10 Yrs,Not disclosed,Pune,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","continuous integration,sap,order management,convergent mediation,invoicing,software development,oracle,software testing",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-pune-5-to-10-years-171224912086,12.218579234972678,0.19549726775956283,7.5,0.3,pune,0,0,1,0,0,0,0,0,0,0
Application Lead,Accenture,5-9 Yrs,Not disclosed,Pune,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","microsoft azure,net mvc,machine learning algorithms,asp,statistics,c#,data services,python",2 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-pune-5-to-9-years-171224912076,12.218579234972678,0.19549726775956283,7.0,0.28,pune,0,0,1,0,0,0,0,0,0,0
Software Development Lead,Accenture,5-10 Yrs,Not disclosed,Pune,Educational Qualification : 15 years full time education. Summary : As a Software Devel...,"sap abap development,sap hana,machine learning algorithms,statistics,data munging,algorithms,python,sap",2 Days Ago,https://www.naukri.com/job-listings-software-development-lead-accenture-solutions-pvt-ltd-pune-5-to-10-years-171224912050,12.218579234972678,0.19549726775956283,7.5,0.3,pune,0,0,1,0,0,0,0,0,0,0
DELMIA Apriso Professional,Capgemini,3-5 Yrs,Not disclosed,Pune,Experience in design and development of global template and manage COE master server Ex...,"delmia apriso,c#,vb.net,sap,apriso flexnet,.net,net framework,microsoft sql",2 Days Ago,https://www.naukri.com/job-listings-delmia-apriso-professional-capgemini-technology-services-india-limited-pune-3-to-5-years-171224909119,12.218579234972678,0.19549726775956283,4.0,0.16,pune,0,0,1,0,0,0,0,0,0,0
Mobile Developer / Flutter Developer,Capgemini,4-6 Yrs,Not disclosed,Pune,1) Minimum 5 / 6 years of experience in Design and build applications for the Android a...,"flutter,restful api,mqtt,git,performance tuning,mvvm,mobile development,mvp",2 Days Ago,https://www.naukri.com/job-listings-mobile-developer-flutter-developer-capgemini-technology-services-india-limited-pune-4-to-6-years-171224908523,12.218579234972678,0.19549726775956283,5.0,0.2,pune,0,0,1,0,0,0,0,0,0,0
Senior - SAP-PP Consultant,KPMG India,4-6 Yrs,Not disclosed,Pune,Minimum 2 End to End implementations with at least one on to S / 4 HANAProven ability t...,"business process,sap pp module,sap pp,functional testing,consulting,gap analysis,test cases,troubleshooting",2 Days Ago,https://www.naukri.com/job-listings-senior-sap-pp-consultant-kpmg-india-pune-4-to-6-years-171224502729,12.218579234972678,0.19549726775956283,5.0,0.2,pune,0,0,1,0,0,0,0,0,0,0
Testing & Commissioning Manager,Siemens,11-14 Yrs,Not disclosed,Pune,"Degree in technical engineering, preferably in traffic planning, traffic engineering or...","automation,project management,consulting,power supply,german,html,spanish,signalling",2 Days Ago,https://www.naukri.com/job-listings-testing-commissioning-manager-siemens-limited-pune-11-to-14-years-171224501793,12.218579234972678,0.19549726775956283,12.5,0.5,pune,0,0,1,0,0,0,0,0,0,0
"Control Software Engineer (PLC Programmer) - Wipro PARI, Pune.",Wipro PARI,4-9 Yrs,Not disclosed,Pune(Shirwal),"Experience in automobile Industries Standard, material handling, SPM machines, etc","factory automation,industrial automation,plc programmer,plc,plc programming,hmi programming,hmi,servo drives",2 Days Ago,https://www.naukri.com/job-listings-control-software-engineer-plc-programmer-wipro-pari-pune-wipro-pari-pune-4-to-9-years-171224016319,12.218579234972678,0.19549726775956283,6.5,0.26,pune(shirwal),0,0,0,0,0,0,0,0,0,0
Robot Programmer- Wipro PARI- Shirwal (Office Job),Wipro PARI,4-9 Yrs,Not disclosed,Pune(Shirwal),Very proficient with Robotic programming and Path TeachingProficient with Microsoft off...,"kuka,robot programming,simulation,robot automation framework,fanuc,robotics,robotic automation,framework",2 Days Ago,https://www.naukri.com/job-listings-robot-programmer-wipro-pari-shirwal-office-wipro-pari-pune-4-to-9-years-171224016096,12.218579234972678,0.19549726775956283,6.5,0.26,pune(shirwal),0,0,0,0,0,0,0,0,0,0
Project Manager- Wipro PARI Pune,Wipro PARI,6-11 Yrs,Not disclosed,Pune(Shirwal),Required Skills . Project management . Project Scheduling . Project Management . Projec...,"project estimation,project management,project review,project scheduling,project execution,pmp,project monitoring,project tracking",2 Days Ago,https://www.naukri.com/job-listings-project-manager-wipro-pari-pune-wipro-pari-pune-6-to-11-years-171224015978,12.218579234972678,0.19549726775956283,8.5,0.34,pune(shirwal),0,0,0,0,0,0,0,0,0,0
Design Mechanism,Tech Mahindra,10-17 Yrs,9-19 Lacs PA,Pune,Maximum Exp in Deign Mechanism parts is mustShould be good in communicationShould be ca...,"passenger car,mechanism,trunk,door,window mechanism,bonnat,tail gate,doors",2 Days Ago,https://www.naukri.com/job-listings-design-mechanism-tech-mahindra-pune-10-to-17-years-171224009758,14.0,0.224,13.5,0.54,pune,0,0,1,0,0,0,0,0,0,0
Unit Head - Biomedical Engineer,Manipal Hospitals,5-7 Yrs,7-8 Lacs PA,Pune(Kharadi),Unit Head biomedical engineer,"biomedical,health care services,medical devices,medical equipment,healthcare,health,equipment,unit",2 Days Ago,https://www.naukri.com/job-listings-unit-head-biomedical-engineer-manipal-hospitals-pune-5-to-7-years-171224007163,7.5,0.12,6.0,0.24,pune(kharadi),0,0,0,0,0,0,0,0,0,0
Job Opportunity For Warehouse and logistics Management @ Pune,Kirloskar Brothers Limited,3-6 Yrs,Not disclosed,Pune,"Location: Pune, Baner . Technology Skills Requirement: . A good understanding of the in...","supply chain,sap,warehouse management,grn,maintenance operations,mis,distribution,maintenance",2 Days Ago,https://www.naukri.com/job-listings-opportunity-for-warehouse-and-logistics-management-pune-kirloskar-brothers-limited-pune-3-to-6-years-171224005732,12.218579234972678,0.19549726775956283,4.5,0.18,pune,0,0,1,0,0,0,0,0,0,0
QA Engineer (Optical fiber - Preform),Finolex Cables,2-5 Yrs,Not disclosed,Pune(Urse),Job Summary: Machine operation person requirement for Silica preforms for Optical fiber...,"preform,quality,optical fiber,qa,glass manufacturing,qa analysis,silica preform,quality control",2 Days Ago,https://www.naukri.com/job-listings-qa-engineer-optical-fiber-preform-finolex-cables-ltd-pune-2-to-5-years-171224003069,12.218579234972678,0.19549726775956283,3.5,0.14,pune(urse),0,0,0,0,0,0,0,0,0,0
Production Engineer (Optical fiber - Preform),Finolex Cables,2-5 Yrs,Not disclosed,Pune(Urse),Job Summary: Machine operation person requirement for Silica preforms for Optical fiber...,"preform,production,optical fiber,glass manufacturing,silica preform,production engineering,manufacturing,glass",2 Days Ago,https://www.naukri.com/job-listings-production-engineer-optical-fiber-preform-finolex-cables-ltd-pune-2-to-5-years-171224003060,12.218579234972678,0.19549726775956283,3.5,0.14,pune(urse),0,0,0,0,0,0,0,0,0,0
Navision Functional Consultant,Birlasoft,2-4 Yrs,Not disclosed,Pune,Educational Background - . Bachelors or Master s degree in Computer Science or related ...,"erp,data migration,sap,analytical,system integration,navision,asset management,budgeting",9 Days Ago,https://www.naukri.com/job-listings-navision-functional-consultant-birlasoft-india-limited-pune-2-to-4-years-101224502512,12.218579234972678,0.19549726775956283,3.0,0.12,pune,0,0,1,0,0,0,0,0,0,0
Business Development Manager,Tata AutoComp,8-13 Yrs,Not disclosed,Pune(Chakan +1),"Qualifications and Education Requirements. Masters degree in marketing, business admini...","client relationship management,new business development,key account management,strategic sales planning,business development,business acquisition,negotiation,customer relationship",Today,https://www.naukri.com/job-listings-business-development-manager-tata-autocomp-pune-8-to-13-years-101224003544,12.218579234972678,0.19549726775956283,10.5,0.42,pune(chakan +1),0,0,0,0,0,0,0,0,0,0
Manager Sales,Siemens,3-7 Yrs,Not disclosed,Pune,Bachelor s Degree in Engineering (preferably BE Electrical) . 15+ years of experience i...,"quality orientation,automation,hvac,sales,switchgear,focus,power distribution,siemens",30+ Days Ago,https://www.naukri.com/job-listings-manager-sales-siemens-limited-pune-3-to-7-years-051124504248,12.218579234972678,0.19549726775956283,5.0,0.2,pune,0,0,1,0,0,0,0,0,0,0
Manager,Pricewaterhouse Coopers Private Limited,3-6 Yrs,Not disclosed,Pune,Masters degree preferred .role is a must .Exposure to any leading platform is a must .D...,"due diligence,cognitive computing,mes,floor operations,cloud computing,iot,flooring,computation",30+ Days Ago,https://www.naukri.com/job-listings-manager-pricewaterhouse-coopers-private-limited-pune-3-to-6-years-291024502802,12.218579234972678,0.19549726775956283,4.5,0.18,pune,0,0,1,0,0,0,0,0,0,0
FIT - Guidewire CC Configuration - Associate,Pricewaterhouse Coopers Private Limited,2-4 Yrs,Not disclosed,"Mumbai, Hyderabad, Bengaluru",Summary A career within Functional and Industry Technologies services will prov...,"tomcat,web services,performance management,jboss,xml,analytical,asset management,system development",3 Days Ago,https://www.naukri.com/job-listings-fit-guidewire-cc-configuration-associate-pricewaterhouse-coopers-private-limited-mumbai-hyderabad-bengaluru-2-to-4-years-161224502881,12.218579234972678,0.19549726775956283,3.0,0.12,mumbai,1,0,0,0,0,0,0,0,0,0
GN - SC&O - SCM Planning - Anaplan - Analyst,Accenture,2-7 Yrs,Not disclosed,"Mumbai, Gurugram, Bengaluru","Must be a certified Anaplan model builder level 1, 2 and Whats in it for you? Involve i...","supply chain,anaplan,logistics management,warehouse management,logistics,supply planning,demand planning,supply",5 Days Ago,https://www.naukri.com/job-listings-gn-sc-o-scm-planning-anaplan-analyst-accenture-solutions-pvt-ltd-mumbai-gurugram-bengaluru-2-to-7-years-141224904054,12.218579234972678,0.19549726775956283,4.5,0.18,mumbai,1,0,0,0,0,0,0,0,0,0
Siebel Crm Consultant,Tata Technologies,3-5 Yrs,Not disclosed,"Mumbai, Bangalore Rural",Role & responsibilities . 1) Good Communication Skills. . 2) Team player. 3) Hands on e...,"siebel crm,siebel eai,workflow,eai,consulting,siebel,crm",5 Days Ago,https://www.naukri.com/job-listings-siebel-crm-consultant-tata-technologies-mumbai-bangalore-rural-3-to-5-years-150424001550,12.218579234972678,0.19549726775956283,4.0,0.16,mumbai,1,0,0,0,0,0,0,0,0,0
DBA- Senior DBA Engineer (MySQL DBA)-Paytm Money,Paytm,2-4 Yrs,5.5-10 Lacs PA,"Noida, Bengaluru, Mumbai (All Areas)",Should have basic understanding of MySQL development Should have good understanding on ...,"sql query optimization,database migration,performance tuning,mysql workbench,mysql database administration,configuration management,data migration,schema design",3 Days Ago,https://www.naukri.com/job-listings-dba-senior-dba-engineer-mysql-dba-paytm-money-paytm-noida-bengaluru-mumbai-all-areas-2-to-4-years-090824004622,7.75,0.124,3.0,0.12,noida,0,0,0,0,0,0,0,0,1,0
