Title,Company,Experience,Salary,Location,Description,Tags,Posting Day,job_link
Pmo Lead,Adani Group,10-15 Yrs,Not disclosed,Hyderabad,Project Management Professional (PMP) certification is preferred,"Project Management Office, Project Execution, Data Centre Operations, Program Management, PMP, Data Center Operations, Project Coordination, Project Planning",1 Day Ago,https://www.naukri.com/job-listings-pmo-lead-adani-group-hyderabad-10-to-15-years-181224014541
Site Safety Supervisor,GSH Group,4-6 Yrs,2.75-3.75 Lacs PA,"Bengaluru, Doddabalapura, Banga",Flexible to work on shifts and job rotations. Experience: 3 To 8 Years,"Safety Officer Activities, Safety Engineering, Fire Alarm System, Fire Safety, Industrial Safety, Fire, Safety Management, Work permits",1 Day Ago,https://www.naukri.com/job-listings-site-safety-supervisor-gsh-group-bengaluru-doddabalapura-banga-4-to-6-years-181224013733
Geometrical Assurance Engineer,Quest Global,3-6 Yrs,5.5-9 Lacs PA,Bengaluru,"Experience Level: 5 to 10 years. Technical Knowledge Expectation: . 3-2-1 principle, GD...","CATIA, GD & T, Tolerance Analysis, Product Development, Analysis, Development, Assurance, Tolerance",1 Day Ago,https://www.naukri.com/job-listings-geometrical-assurance-engineer-quest-global-bengaluru-3-to-6-years-181224012863
Site Civil Supervisor,GSH Group,4-6 Yrs,2.75-3.75 Lacs PA,"Bengaluru, Doddabalapura, Banga",Flexible to work on shifts and job rotationsExperience: 3 To 8 YearsGood Knowledge to c...,"Civil Engineering, Civil Supervision, Construction Site, Site Supervision, Civil Site Engineering, Site, Construction, Site engineering",1 Day Ago,https://www.naukri.com/job-listings-site-civil-supervisor-gsh-group-bengaluru-doddabalapura-banga-4-to-6-years-181224012748
Principal Engineer (React native),Nagarro,13-15 Yrs,Not disclosed,Bengaluru,We're NagarroWe are a Digital Product Engineering company that is scaling in a big way...,"Design patterns, Architecture, RestAPI, React Native, javascript/typescript, Design, Typescript, Rest",1 Day Ago,https://www.naukri.com/job-listings-principal-engineer-react-native-nagarro-bengaluru-13-to-15-years-181224012743
Associate Principal Engineer (React native),Nagarro,11-14 Yrs,Not disclosed,Bengaluru,We're NagarroWe are a Digital Product Engineering company that is scaling in a big way...,"Design patterns, Reactnative, Architecture, React js, javascript/typescript, RestAPI, Native, Design",1 Day Ago,https://www.naukri.com/job-listings-associate-principal-engineer-react-native-nagarro-bengaluru-11-to-14-years-181224012575
Staff Engineer (React native),Nagarro,8-12 Yrs,Not disclosed,Bengaluru,We're NagarroWe are a Digital Product Engineering company that is scaling in a big way...,"Design patterns, Reactnative, Architecture, React js, javascript/typescript, RestAPI, Native, Design",1 Day Ago,https://www.naukri.com/job-listings-staff-engineer-react-native-nagarro-bengaluru-8-to-12-years-181224012407
Senior AVP - Senior Analytics Consultant,Wells Fargo,4-7 Yrs,Not disclosed,Bengaluru,Job Expectations: . Good to have Experience with Wealth and Investment Management Data ...,"SAS, Power Bi, JIRA, SQL, Python, Dremio, GitHub, Cloudera",Today,https://www.naukri.com/job-listings-senior-avp-senior-analytics-consultant-wells-fargo-bengaluru-4-to-7-years-181224011966
Backend Developer-Django with Python and Rest API,Creative Synergies,9-12 Yrs,11-17 Lacs PA,Bengaluru(Whitefield),"Dear Job Seekers, We are looking for candidates with 9+ years for experience in Backend...","rest Api, Django, Python, Backend, API, Rest",Few Hours Ago,https://www.naukri.com/job-listings-backend-developer-django-with-python-and-rest-api-creative-synergies-bengaluru-9-to-12-years-181224007771
Testing & Commissioning (ELV),Adani Group,8-13 Yrs,Not disclosed,Hyderabad(Shadnagar),Bachelors degree in electrical engineering or related field Masters degree in electrica...,"Testing And Commissioning, Data Center, Elv, Commissioning, Software testing, Data, Center, Compensation",1 Day Ago,https://www.naukri.com/job-listings-testing-commissioning-elv-adani-group-hyderabad-8-to-13-years-181224005053
Team Leader - Engineering,Dr Reddys,7-12 Yrs,Not disclosed,Hyderabad,"Minimum work experience: 12-15 years of experience, preferably in HVAC and Utilities Pr...","hvac, analytical, preventive maintenance, interpersonal skills, project, electrical engineering, equipment, utility",1 Day Ago,https://www.naukri.com/job-listings-team-leader-engineering-dr-reddys-laboratories-ltd-hyderabad-7-to-12-years-181224004221
Angular Developer,Infosys,3-8 Yrs,5-8 Lacs PA,Bengaluru,"Experience in creating web applications for virtual and hybrid events, including collab...","angular, Node.Js, MongoDB, Angular Development, Development",1 Day Ago,https://www.naukri.com/job-listings-angular-developer-infosys-bengaluru-3-to-8-years-181224003959
Application Developer,Accenture,7-12 Yrs,Not disclosed,Bengaluru,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","software testing, mulesoft anypoint platform, software development life cycle, software engineering, testing methodologies, rest, unit testing, mulesoft anypoint",30 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-181124920342
Technology Architect,Accenture,7-12 Yrs,Not disclosed,Bengaluru,"Provide input into final decisions regarding hardware, network products, system softwar...","java sdk, ssi, node.js, java, aws, tagging, python, aws iam",30 Days Ago,https://www.naukri.com/job-listings-technology-architect-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-181124918532
Technology Architect,Accenture,7-11 Yrs,Not disclosed,Bengaluru,"Provide input into final decisions regarding hardware, network products, system softwar...","java sdk, ssi, java, lambda expressions, aws, python, aws iam, system software",30 Days Ago,https://www.naukri.com/job-listings-technology-architect-accenture-solutions-pvt-ltd-bengaluru-7-to-11-years-181124918438
Application Lead,Accenture,5-9 Yrs,Not disclosed,Bengaluru,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,"web ide, ui, sap, mergers, eclipse, repository management, css, android",30+ Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-bengaluru-5-to-9-years-181124917901
Application Developer,Accenture,3-8 Yrs,Not disclosed,Hyderabad,Experience with testing frameworks such as JUnit and MockitoMinimum 3 year(s) of experi...,"mulesoft anypoint platform, nosql, software development life cycle, database creation, agile, continuous integration, rest, junit",30+ Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-hyderabad-3-to-8-years-181124916536
Application Lead,Accenture,5-10 Yrs,Not disclosed,Bengaluru,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","accounts payable, sap ariba, sap fico, ariba, sap vendor invoice management, fico, fi, sap",30+ Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-181124916421
Electrical Engineering Practitioner,Accenture,2-7 Yrs,Not disclosed,Bengaluru,Project Role :Electrical Engineering PractitionerProject Role Description :Work with cl...,"circuit, electrical engineering, wiring harness, creo, power distribution, 3d modeling, teamcenter, distribution",30+ Days Ago,https://www.naukri.com/job-listings-electrical-engineering-practitioner-accenture-solutions-pvt-ltd-bengaluru-2-to-7-years-181124914183
SAP ABAP Developer,Infosys,9-11 Yrs,Not disclosed,Bengaluru,Bachelor of Engineering . Service Line Must have a minimum of 9+ years of experience wi...,"ams, adobe forms, odata, sap fiori, hana migration, abap dictionary, sap, performance tuning",30+ Days Ago,https://www.naukri.com/job-listings-sap-abap-developer-infosys-limited-bengaluru-9-to-11-years-181124912222
SAP ABAP Developer,Infosys,7-9 Yrs,Not disclosed,Hyderabad,Bachelor of Engineering . Service Line Must have minimum 5+ years of experience Profici...,"soh, core abap, sap hana, abap, ricef objects, ecc, adobe forms, sap s hana",30+ Days Ago,https://www.naukri.com/job-listings-sap-abap-developer-infosys-limited-hyderabad-7-to-9-years-181124912220
Enterprise Architect Security,Infosys,5-10 Yrs,Not disclosed,Bengaluru,"Master of Computer Science, Post Graduate In Computer Science Application (PGDCSA), MCA...","cyber security, information security, enterprise security, siem, application security, risk management, it security, network security",30+ Days Ago,https://www.naukri.com/job-listings-enterprise-architect-security-infosys-limited-bengaluru-5-to-10-years-181124912113
SAP Data Migration Technical Consultant,Infosys,3-5 Yrs,Not disclosed,Bengaluru,"Bachelor Of Technology, Bachelor of Engineering . Service Line Candidates should have i...","data services, rdbms, dmc, sap businessobjects, sql joins, sap data migration, sap, data migration",30+ Days Ago,https://www.naukri.com/job-listings-sap-data-migration-technical-consultant-infosys-limited-bengaluru-3-to-5-years-181124911965
SAP PLM Consultant,Wipro,9-12 Yrs,Not disclosed,Bengaluru,Creates data required to technical unit test issue resolution and development. Ability ...,"SAP, data conversion, recipe development, product life cycle management, engineering change management, pdm, product data management, sap plm",30+ Days Ago,https://www.naukri.com/job-listings-sap-plm-consultant-wipro-limited-bengaluru-9-to-12-years-181124903207
Analog IC Design Engineer,Wipro,4-9 Yrs,Not disclosed,Bengaluru,Experience : ~4-12 years of experience in critical block designExperience in leading a ...,"Analog IC Design, switching, evel design, ic design, system implementation, circuit designing, analog circuit design, design engineering",30+ Days Ago,https://www.naukri.com/job-listings-analog-ic-design-engineer-wipro-limited-bengaluru-4-to-9-years-181124903204
Associate Consultant - Business Consulting Risk,EY,2-6 Yrs,Not disclosed,Bengaluru,"Experience . 3 Yrs minimum exp To address this delicate balance of issues, our profici...","Manager Internal Audit, Business consulting, Data modeling, risk consulting, Agile, Business strategy, Asset management, Financial services",30+ Days Ago,https://www.naukri.com/job-listings-associate-consultant-business-consulting-risk-ernst-young-bengaluru-2-to-6-years-181124507800
Mechanical Design Engineer,Schneider Electric,0-1 Yrs,Not disclosed,Bengaluru,"Specify required role expertise, previous job experience, or relevant certifications","Sheet Metal Design, Creo, mechanical design, Design, Mechanical, Sheet metal, Sheet, Metal",6 Days Ago,https://www.naukri.com/job-listings-mechanical-design-engineer-schneider-electric-bengaluru-0-to-1-years-181124006347
Architect ABAP,Xanika Infotech,10-20 Yrs,Not disclosed,"Noida, Bengaluru","Product Owners, Project Management, Scrum Masters, Developers, User Assistance Develope...","Product engineering, SAP, Project management, SAP CRM, Agile, Application development, Scrum, ABAP",30+ Days Ago,https://www.naukri.com/job-listings-architect-abap-xanika-infotech-opc-private-limited-noida-bengaluru-10-to-20-years-180722500612
